School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,Brooklyn,NY,11221,40.69213,-73.9315,718-574-2820,8:00 AM,2:20 PM,92,1.10%,82.60%,14.10%,1.10%,,,,42.90%,"French, Spanish",2,,0,"English Language and Composition, United States History",2,French Language and Culture,1,"After-school and Saturday Programs, Art Studio Group, Book, Cheerleading Team, Chess Team, Dance, Dance Ensemble, Homework Help, Lunch and Learn, Peer Mediation, Music, PSAT/SAT Prep, Scholars Government Association (SGA), Step Team, Summer Institute, Achieving Change in our Neighborhood (Teen Action), Violin, String Instruments, CHAMPS, School Leadership Team, Financial Literacy, Yoga, Anti-Bullying, Violence Prevention, Yearbook",25,,0,,0,,0
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-467-1700,8:15 AM,3:15 PM,648,1.70%,87.20%,8.60%,0.90%,399,392,394,35.60%,"French, Spanish",2,,0,"English Literature and Composition, United States Government and Politics, United States History, World History",4,,0,"Cheerleading, Chess, Committee for Girls, Dance Team, Debate Team, Drama, Drumline, Fashion Design, Graphic Design, Jazz Band, Jewelry-making, Library Squad, Math Team, National Honor Society, Poetry Slam, Red Berets, Robotics, Sophisticated Gents, Sound and Video Production, Speech and Debate, Student Government, Talent Show, Team-Pro, The Crown Jewel Steppers, Travel, Video Filmmaking, Voices of the High Choir, Yearbook, Young People's Project",29,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball",9,Bowling,1
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,Brooklyn,NY,11221,40.68893,-73.92108,718-919-1256,8:00 AM,3:00 PM,596,1.20%,71.10%,23.80%,2.50%,395,401,383,62.70%,Spanish,1,"Haitian-Creole, Latin, Spanish",3,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, United States History, World History",7,"Biology, Calculus AB, Chemistry, English Literature and Composition, Physics B, Spanish Language and Culture, United States Government and Politics",7,"Expanded Success Initiative (ESI), After-school Program, After-school Tutorials, STEM/Robotics, Chess, College and Career Fairs/Tours, Computer, Culinary Institute, Creative Writing, Dance, Debate Team, DJ, ‘Give, Receive, Assistance, Confidence, and Excellence’ (GRACE) Program, Green House, Homework Help, Math, Music, Music Production, Saturday Academy, School Newspaper, School Website Management, Science, Step, Student Government, Teacher Assistants (TAs), Television, Test Preparation, Tutoring, TV/Video Production, Video Game, Yearbook, YLGC - Employment (working in the school), Youth Court",37,"Basketball & JV Basketball, Outdoor Track",2,"Basketball, Outdoor Track, Volleyball",3,Double Dutch,1
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,Brooklyn,NY,11233,40.68046,-73.9222,718-455-0746,8:45 AM,3:15 PM,226,1.30%,81.90%,14.60%,0.90%,377,396,386,50.70%,Spanish,1,,0,,0,,0,"Art Studio, Dance, Improv, Portfolio Workshop, Student Committee, The Wilson Reading Program; Tutoring services are provided as needed",6,,0,,0,,0
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,Brooklyn,NY,11221,40.69154,-73.93373,718-574-3126,8:15 AM,3:12 PM,152,2.00%,71.70%,20.40%,5.90%,395,382,391,45.90%,Spanish,1,,0,"English Literature and Composition, Environmental Science",2,,0,"Art, Career Exploring, Chess, Debate Team, Euro Challenge, Federal Reserve Challenge, Homework Center, Lunch and Learn, Model UN, Stock Market Game, Student Government, Toastmasters",12,,0,,0,,0
16K765,Nelson Mandela School for Social Justice,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-935-3604,8:30 AM,4:00 PM,124,2.40%,86.30%,10.50%,0.00%,,,,,Spanish Native Language Arts),1,,0,,0,,0,"Proposed extracurricular activities may include: Social  Justice Club, Dance, Debate Team, Drama, Internship and Service Learning  Opportunities, Literary Journal, Open Mics, Photography/Film, Poetry Slams, Peer  Mediation, Readings, School Newspaper, Student Council, Digital Media",14,"Baseball, Basketball & JV Basketball, Bowling, Cross Country,  Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis,  Volleyball, Wrestling",12,"Basketball, Cross Country, Handball, Indoor Track, Outdoor  Track, Soccer, Softball, Tennis, Volleyball",9,Bowling,1
17K122,Pathways in Technology Early College High School,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-221-1593,8:15 AM,4:30 PM,438,0.70%,85.60%,9.10%,3.00%,446,442,410,69.40%,,0,,0,,0,,0,"National Honor Society, National Society of Black Engineers, Society of Hispanic Professional Engineers",3,"Baseball & JV Baseball, Bowling, Cross Country, Indoor Track, Outdoor Track",5,"Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track",5,,0
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2566,8:00 AM,3:30 PM,505,0.80%,84.60%,12.30%,1.70%,386,397,393,57.30%,"French, Spanish",2,,0,,0,,0,"Computer and Robotics, Debate, Journalism, National Honor Society, Science, Student Government; additional clubs will be added based on student interest",6,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Volleyball",12,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",7,,0
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2580,8:00 AM,2:45 PM,285,1.10%,84.60%,10.20%,3.50%,374,385,375,62.00%,Spanish,1,,0,,0,,0,"American Society of Travel Agents, Creative Writing, Explorers, School Newspaper, Stock Market Game, Toastmasters International, Travel, additional clubs will be offered based on student interest",8,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Swimming, Volleyball",9,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",7,,0
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6333,8:30 AM,3:15 PM,414,13.30%,29.00%,38.90%,18.40%,344,302,300,81.70%,French,1,,0,,0,,0,"Capoeira, Chess, Dance, Debate, Drama, Guitar and Drumming, Human Rights, Literacy and Numeracy, National Honor Society, Rock Band, Science, Student Government, Swimming, Various Ethnic and Cultural Groups, Visits to Museums and other Cultural Institutions, Yearbook",16,"Baseball, Basketball & JV Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Volleyball",7,"Basketball, Cross Country, Double Dutch, Indoor Track, Outdoor Track, Soccer, Softball",7,Cricket,1
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6300,8:00 AM,3:00 PM,246,2.80%,82.10%,13.00%,1.60%,377,386,375,61.90%,,0,"Chinese (Mandarin), French, German, Italian, Japanese, Latin, Portuguese, Russian, Spanish",9,,0,"Art History, Biology, Calculus AB, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Microeconomics, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",19,"After-school Tutoring, Dance Team, Elective Art Classes (Visual Arts, Drama, Photography), Financial Literacy, Global Kids Leadership Program, HSGC Ambassadors Student Leadership Program, Kaplan SAT Tutoring, Mock Trial, Newspaper, Peer Mediation, Penny Harvest Philanthropic, Photovoice Program, Radio Rookies, Regents Preparation Tutoring, School Leadership Team, Student Advisory Council, Student Government, Yearbook, Young Leaders on the Rise, Young Women and Men Health programs",22,"Baseball, Basketball & JV Basketball, Cricket, Cross Country, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Softball",6,,0
17K531,School for Human Rights,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4793,8:00 AM,3:00 PM,424,1.00%,90.70%,6.50%,1.40%,398,411,400,60.80%,Spanish,1,,0,Calculus AB,1,Biology,1,"After-school Homework Help and Tutoring, Art, Before-and After-school Math and English Language Arts (ELA) Enrichment Classes, Chess, Comic Book, Computer Animation, Crochet, Dance, Debate, FYI, Introduction to Law, Math, Mural, Music Band, Music Camp, Parent Support Group, Peer Mediation, School Newspaper, Sewing, Step Team, Student Ambassadors, Yearbook Committee, Youth Leadership Conference",23,"Baseball & JV Baseball, Basketball, Bowling, Cross Country, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",9,"Basketball, Bowling, Handball, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",8,,0
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4865,8:00 AM,2:50 PM,319,2.30%,87.60%,7.40%,0.80%,386,385,390,53.50%,"American Sign Language, Spanish",2,,0,,0,,0,"Visual Arts, Dance, Choir, Coro Leadership, Drama, Educational Activism, Human Rights, Mentoring, National Honor Society, Robotics, Student Government, Theater, Youth Court, Youth Legal Rights, Debate, College Now, Apex Online Learning",17,"Baseball, Basketball, Bowling, Cricket, Cross Country, Outdoor Track, Rugby, Soccer, Tennis, Volleyball, Wrestling",11,"Basketball, Bowling, Cricket, Handball, Outdoor Track, Rugby, Soccer, Tennis, Volleyball, Wrestling",10,,0
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2470,8:00 AM,3:00 PM,384,2.10%,85.40%,8.90%,2.30%,360,382,359,63.20%,Spanish,1,,0,"English Literature and Composition, World History",2,,0,"After-school Tutoring, Art, Band, Chess, Chorus, College Preparation, Culture, Dance, Debate, Drama, Guitar, Math, Music Production, Photography, SAT Preparation, Saturday School, Student Leadership Development, Video and TV Production, Yearbook",19,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Golf, Indoor Track, Outdoor Track, Soccer, Volleyball",9,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",7,,0
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2551,8:00 AM,3:40 PM,445,2.00%,82.50%,10.60%,2.70%,377,382,356,45.50%,Spanish,1,,0,"English Literature and Composition, United States History",2,Spanish Language and Culture,1,"Art, Band, Brooklyn College Community Partnership, Chess, Chorus, Computer, Culture, Dance, Debate, Drama, History, Peer Tutoring, School Leadership Team, Service Learning Projects, STEP, Student Government, Video & TV Production, Yearbook, Yoga",19,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Indoor Track, Outdoor Track, Soccer, Swimming, Volleyball, Wrestling",12,"Basketball, Cross Country, Golf, Indoor Track, Outdoor Track, Softball, Swimming, Tennis, Volleyball",9,,0
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2540,8:00 AM,2:45 PM,516,0.90%,87.10%,6.40%,4.00%,496,491,484,91.50%,"French, Spanish",2,,0,"English Language and Composition, English Literature and Composition",2,,0,"Brooklyn College Community Partnership Program sponsored activities: Video Production, Brooklyn College Saturday Courses, Chess, College Prep and Guidance Workshops, Computer, Conflict Resolution Training, Dance, Drama, Leadership Class, National Honor Society, Peer Mediation Center, Performance Art, Regents Prep, SAT Prep, School Yearbook, STEP, Student Government, Study Center, Technology, Teen Talk; School Clubs: Anime, Tutoring, Young Entrepreneurs",22,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Indoor Track, Outdoor Track, Soccer, Swimming, Volleyball, Wrestling",12,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Swimming, Tennis, Volleyball",8,,0
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-756-5325,8:30 AM,3:15 PM,454,1.10%,75.80%,17.40%,5.30%,468,454,464,95.40%,"French, Spanish",2,,0,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Statistics, United States History, World History",8,,0,"Academic Intervention Services (AIS), Advanced Placement (AP) Prep, Archon National Community Service Honor Society, Arista National Academic Honor Society, Band, Benefit Concert Planning Committee, Chorus, Community Service Posts & Volunteer Opportunities, Coro Leadership Training Program, Documentary Filmmaking Team, Downtown Community Television (DC-TV) Film & Media, Drama, Fitness, Gay-Straight Alliance (GSA), Internship Placements, Keyboard Lab, Medical, Reaction, NY Cares Youth Service, Peer Mediation Team, Poetry, Regents Prep, Safe Harbor Peer Leadership Program, SAT Prep, School Literary Magazine, School Newspaper, Student Government, Teaching Assistant Program, Travel, Wingate Generals Step Team",30,"Baseball, Basketball, Cross Country, Outdoor Track, Soccer, Tennis, Volleyball",7,"Basketball, Cross Country, Handball, Outdoor Track, Soccer, Softball, Tennis, Volleyball",8,"Bowling, Cricket, Wrestling",3
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6363,8:30 AM,4:15 PM,453,1.30%,80.10%,12.60%,5.30%,419,411,416,58.50%,"French, Spanish",2,,0,"Biology, Calculus AB, English Language and Composition, English Literature and Composition",4,,0,"BASE After-school Learning Support Center, BASE Ambassadors, Chess, Dance, Drama, Food, Hair, Hiking, Junior Achievement, Learning Passport, Model UN, Movie, Music, Origami, Peer Leaders, Project Read, Recycling, Regents Prep Classes, Saturday Classes and Tutoring, Sports, Weight Training",21,"Baseball, Basketball & JV Basketball, Cricket, Cross Country, Indoor Track, Outdoor Track, Soccer",7,"Basketball, Cricket, Cross Country, Indoor Track, Outdoor Track, Soccer",6,,0
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6250,8:10 AM,3:00 PM,386,0.80%,82.60%,15.80%,0.80%,382,393,377,72.20%,Spanish,1,,0,"English Language and Composition, United States History",2,,0,"Variety of clubs: Chess, The Step Team, Fashion, Tech Team, Women's Group; Extensive arts after-school program: Dance Company, Drama Company and Chorus Company, back stage crew program that trains students in running the lights, sound, video and all back stage and pit crew responsibilities; Saturday and After-school classes for Regents Preparation; School Leadership Team; Student Government; at least three annual major school-wide productions; two annual talent shows",9,"Baseball, Basketball & JV Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Volleyball",7,"Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Softball",6,,0
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,Brooklyn,NY,11225,40.66716,-73.95086,718-703-5400,7:15 AM,3:15 PM,1271,0.60%,90.90%,3.30%,2.90%,525,500,481,89.00%,"Chinese (Mandarin), French, Spanish",3,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, French Language and Culture, Human Geography, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",19,,0,"After-school Tutoring, Art, Fine and Visual Arts (Ceramics, Drawing, Painting, Sculpture), Art History, Cheerleading, Vocal Music (Concert Choir, Chorus), Fine and Performing Arts (Dance, Drama), Journalism, Instrumental Music, Marching Band, Math, Mentor, Mock Trial, Music, National Honor Society, Photography, Poetry, SAT Prep, Saturday Academy, Science, Step Team, Student Government, Table Tennis, Tennis, Travel",30,"Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track",5,"Basketball, Cross Country, Indoor Track, Outdoor Track",4,"Swimming, Volleyball",2
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,Brooklyn,NY,11225,40.67027,-73.96165,718-636-4900,8:15 AM,3:30 PM,1499,0.90%,89.50%,5.70%,1.80%,408,424,407,55.00%,"French, Haitian-Creole, Russian, Spanish",4,,0,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, European History, French Language and Culture, United States History, World History",9,,0,"Big Brothers Big Sisters, Cheerleaders and Boosters, Christian Seekers, Dental Assist, Fashion, Health Occupations Students of America (HOSA), LGBT, Mentoring and Conflict Resolution, National Honor Society, Opening Act, Peer Tutoring, Practical Nursing, Salsa, Senior Council, SPARK, SAPIS Student Activist Council, Student Government, Travel, Vision, Visual Arts (Ceramics, Drawing, Painting, Graphic Design), Muslim Student Association, Knitting Club, Change Makers",26,"Basketball, Cross Country, Indoor Track, Outdoor Track",4,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",7,Bowling,1
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-221-1097,8:00 AM,3:00 PM,253,0.40%,94.10%,3.20%,1.60%,,,,,"French, Spanish",2,"French, Spanish",2,"English Language and Composition, English Literature and Composition, World History",3,,0,"Choir, Dance, Honor Society, School Magazine, Speech/Debate, Student Government, Technology, Art, Music",9,"Baseball & JV Baseball, Basketball, Bowling, Outdoor Track, Soccer, Volleyball, Wrestling",7,"Basketball, Bowling, Handball, Outdoor Track, Rugby, Soccer, Volleyball",7,,0
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-773-0128,8:30 AM,2:45 PM,373,0.80%,85.50%,8.80%,1.60%,406,405,396,48.10%,"French, Spanish",2,,0,"English Language and Composition, United States History",2,,0,"After-school Tutoring, Community Service, Creative Arts, Homework Center, Instrumental Music, Newspaper, Peer Mediation, Peer Tutoring, Performing Arts, Student Government",10,"Basketball & JV Basketball, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Tennis",7,"Basketball, Cross Country, Indoor Track, Outdoor Track",4,Bowling,1
18K563,It Takes a Village Academy,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-2307,8:15 AM,4:15 PM,566,1.10%,90.30%,5.70%,0.50%,364,374,361,62.20%,"Arabic, French, Haitian-Creole, Spanish",4,"English, French, Haitian-Creole, Spanish",4,"Calculus AB, Chemistry, English Language and Composition, French Language and Culture, Physics B, Physics C: Electricity and Magnetism, Spanish Language and Culture, United States Government and Politics, United States History, World History",10,"Computer Science A, Physics B",2,"Art, Chorus, College Internships, Dance, G-12 Science Program with Brooklyn College, G-12 Technology Program with NYU, iLearnNYC, Local Community Service in Hospitals and Banks, Math Challenge, Model United Nations, Modern Dance Program, Multimedia, Music, 'Peace Corps Fellows' After-school Program, Peer Tutoring, Robotics, Science (Brooklyn College), Theater",18,"Basketball, Bowling, Cricket, Football, Outdoor Track, Swimming, Tennis",7,"Basketball, Bowling, Cricket, Football, Outdoor Track, Swimming, Tennis",7,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Softball & JV Softball",9
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4200,8:30 AM,3:20 PM,286,1.40%,85.00%,8.70%,1.70%,392,406,403,50.00%,French,1,,0,,0,,0,"Music Club, Student Government, Visual Arts, Tutoring, Yearbook and other school-wide publications; other activities will be added based on student interest.",5,"Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Indoor Track, Outdoor Track, Soccer",7,"Basketball & JV Basketball, Bowling, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball",6,,0
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1072,8:30 AM,3:23 PM,395,1.80%,82.00%,13.20%,0.50%,379,393,373,69.10%,French,1,,0,"Biology, English Literature and Composition",2,,0,"Sculpture, Art, Dance Team, Play Writing, Extended Day Tutoring, Field Trips to Broadway and Off-Broadway, Glee Club, Internships at Vital Theatre Company and other New York City theatre companies, Music, Poetry and Monologue, Small group tutoring in Math and Literacy, Student Government, Vital Theatre, Hip Hop Saves Lives",14,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer",7,"Basketball & JV Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer",5,,0
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-1204,8:30 AM,3:30 PM,341,0.30%,91.20%,6.70%,1.20%,378,394,388,72.60%,Spanish,1,,0,,0,,0,"Sculpture, Painting and Graphics Arts Program; Digital Video Production, Meditation, Digital Music and Animation Training, Girls Empowerment Group, Kurt Hahn 'Chronicle' (Newspaper), Kurt Hahn Radio, Kurt Hahn TV, Opening Act Drama, Outdoor Adventure, Peer Mediation, Peer Tutoring, Rock Climbing, Student Activities Committee, Brotherhood Young Men's Mentoring Program, Iron Chef Cooking, New York Cares Community Service, Student Activism, Poetry Slam, Gardening Program, Animal Rescue Group, Yearbook",22,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Outdoor Track, Soccer",6,"Basketball & JV Basketball, Bowling, Cross Country, Football, Outdoor Track, Soccer, Tennis, Volleyball",8,,0
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1530,8:30 AM,3:30 PM,331,1.20%,88.80%,6.30%,0.90%,386,408,402,72.70%,"French, Spanish",2,"French, Spanish",2,"English Language and Composition, World History",2,"English Literature and Composition, Macroeconomics, World History",3,"Big Sibs/Little Sibs, Peer Mentoring, Academic Enrichment, Art, Cheerleading, Chorus, College Prep Workshops, Dance Group, Drama, Fashion Design and Modeling, French, Homework Help, JumpStart Program (Monroe College), Knitting, Literary Magazine, National Honor Society, Newspaper, Student Government, Victory Scholars’ Society, Chess Club, Fitness Club, Step Club, DJ Club, Spoken Word, Peer Mediation",25,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Fencing, Football & JV Football, Golf, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",15,"Basketball & JV Basketball, Bowling, Cross Country, Fencing, Gymnastics, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Tennis, Volleyball",11,,0
18K589,Arts and Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,Brooklyn,NY,11203,40.65846,-73.92903,718-773-3908,8:50 AM,3:40 PM,279,1.40%,82.80%,12.50%,1.10%,370,383,374,64.20%,Spanish,1,,0,,0,"English Language and Composition, English Literature and Composition",2,"Book, College Prep, Community Service, Creative Arts, Digital Journalism, Film & Media Lab, Photography, Portfolio Exploration, Student Council, Tutoring",10,Basketball,1,Basketball,1,,0
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8760,8:00 AM,3:15 PM,303,2.60%,85.80%,9.60%,1.30%,390,410,397,59.10%,Spanish,1,,0,"Environmental Science, Psychology",2,,0,"Advertising Competition, Advertising Industry Council, After-school Tutoring, Campus Student Building Council, Chess, IAM News, Music Production, Saturday Academy, School Leadership Team, Student Government, Student Video Productions, Theater",12,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Tennis, Volleyball & JV Volleyball, Wrestling",12,"Basketball & JV Basketball, Bowling, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Tennis",7,,0
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-968-6630,8:00 AM,3:00 PM,353,0.60%,90.40%,8.50%,0.60%,382,395,384,57.30%,"French, Spanish",2,,0,"Calculus AB, Chemistry, Psychology",3,Chemistry,1,"AMIGO, Art Competitions, Campus Student Council, Dance, Culinary Event Planning, Explorers Program, Fitness, Internships, Go-Green Environmental, Innovation Magazine, Math Team, Music, National Educator Program Events, Opening Act, Peer Counselors and Mentors, Playwriting, Poetry, Robotics, Student Exhibitions, Student Government, Talent Show, Thanksgiving Cultural Festival, Theater and Dance Performances, Yearbook",24,"Baseball, Basketball & JV Basketball, Football & JV Football, Outdoor Track, Soccer, Tennis, Volleyball",7,"Basketball, Outdoor Track, Soccer, Tennis, Volleyball",5,,0
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8700,8:00 AM,3:00 PM,432,0.20%,81.90%,13.20%,2.80%,404,427,424,60.20%,Spanish,1,,0,"Biology, Calculus AB, Psychology",3,,0,"Chess, College Planning and Access, Community Service, Dance, Debate, Drama, Homework Help, Peer Mentoring, Peer Tutoring, Regents Preparation, Tutoring, Youth Leadership",12,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Handball, Indoor Track, Outdoor Track, Rugby, Soccer, Softball, Wrestling",12,"Basketball, Cross Country, Outdoor Track, Rugby, Soccer, Softball, Tennis, Volleyball, Wrestling",9,,0
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4101,8:33 AM,3:19 PM,308,1.30%,86.00%,9.70%,1.60%,381,397,390,50.80%,"French, Spanish",2,"French, Spanish",2,"Calculus AB, English Literature and Composition",2,"Biology, Chemistry, English Literature and Composition, Environmental Science, Human Geography, Macroeconomics, Microeconomics, Psychology, United States History, World History",10,"Caribbean, Conflict Resolution, Cooking / Teen Battle Chef, Drama, Fitness, Literary Magazine, Music, Peer Mediation, Senior Council, Student Government, Sustainability, Theater, Tutoring in all subject areas",13,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball",13,"Basketball & JV Basketball, Bowling, Cross Country, Fencing, Gymnastics, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball",11,,0
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8720,8:10 AM,3:20 PM,309,4.20%,79.00%,12.30%,2.90%,362,396,393,44.90%,"Italian, Spanish",2,,0,English Literature and Composition,1,,0,"Additional support available in English, Math, Science, and Social Studies; Chess, Community Service, Creative Writing, Dance, Design and Illustration, Digital Photography, Journalism, Law, Leadership in Sports, Peer Mediation, School of Rock, Student Council, Yearbook",16,"Baseball, Basketball, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Rugby, Soccer, Tennis, Wrestling",11,"Basketball, Bowling, Cross Country, Indoor Track, Rugby, Soccer, Softball, Tennis, Volleyball, Wrestling",10,,0
